,screen_name,created_at,text,retweet_count,favorite_count,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
2619,fox5ny,2020-03-22T18:05:05Z,Sen. Rand Paul tests positive for coronavirus https://t.co/SjSChG9lrI,6,9,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1241787999391809541
2618,fox5ny,2020-03-22T18:22:04Z,Pennsylvania COVID-19 cases rise to 479; Philly reports 91 cases https://t.co/QOBxvTr7qp,6,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1241792274360438784
2497,fox5ny,2020-03-25T22:35:06Z,"Robert Levinson, retired FBI agent, presumed dead in Iranian custody over a decade after disappearance https://t.co/lEkg90aORa",6,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1242943116346351616
3149,fox5ny,2020-03-13T12:37:04Z,"Coronavirus: Panicked people rush to buy survival gear, guns https://t.co/48vsrGiOu1",6,14,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238443964543401984
3138,fox5ny,2020-03-13T15:02:05Z,#Breaking  41-year-old woman from downtown Jersey City diagnosed with #coronavirus https://t.co/IgDkwz2gtp,6,9,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238480455114141698
2892,fox5ny,2020-03-17T20:50:05Z,Iran warns coronavirus could kill 'millions' in Islamic Republic https://t.co/tpkAhEkJhw,6,12,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1240017586693308421
2988,fox5ny,2020-03-16T14:57:01Z,"Breaking: Nassau COVID-19 cases climb to 101, Suffolk increase to 60 #coronavirus https://t.co/5IZ3V7Goya",6,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239566345123102720
2608,fox5ny,2020-03-22T23:23:03Z,Gov. Murphy vows action to enforce NJ stay-at-home order https://t.co/SKFhL3XCOV,6,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1241868021502787592
285,fox5ny,2020-05-13T14:48:05Z,Walmart to give hourly employees another round of cash bonuses amid COVID-19 pandemic https://t.co/lmg01QsW0U,6,21,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260582593197740033
2895,fox5ny,2020-03-17T20:17:04Z,4 Brooklyn Nets players test positive for coronavirus https://t.co/0zOuFXfz7F,6,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1240009277781278723
1866,fox5ny,2020-04-09T12:56:03Z,Report: Husband of woman who started accidental Thanksgiving tradition died while fighting COVID-19 https://t.co/u3nINRXnY4,6,11,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1248233211647401984
1942,fox5ny,2020-04-07T20:54:43Z,"The moon will rise this evening and burn brightly all night long. https://t.co/Dom4mX0xtw
#moon #universe #pinksupermoon https://t.co/s2ncWQq09O",6,14,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1247628895060443151
3112,fox5ny,2020-03-13T19:35:18Z,#BREAKING President Trump declares a national emergency.  https://t.co/8xULJff1ha https://t.co/GUeGwCbW14,6,11,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,Twitter Web App,en,1238549213392314369
1742,fox5ny,2020-04-11T04:46:26Z,"The coronavirus pandemic is testing even the most devout. The faithful are being vigilant but also putting faith in a higher power. 
#faith https://t.co/8HliVPwjMB",6,17,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1248834772341850118
2872,fox5ny,2020-03-18T12:01:05Z,Takeout booze in New York City during coronavirus outbreak https://t.co/aCFzgPAHP9,6,16,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1240246847278649351
54,fox5ny,2020-05-19T12:57:05Z,IRS to issue coronavirus stimulus payments on prepaid debit cards https://t.co/9xuhFHlFMK,6,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1262728985756172288
1549,fox5ny,2020-04-15T22:15:01Z,"Such a tragedy.
50 NYC educational workers, including teachers and administrators, have died from coronavirus. Thoughts and prayers to all members of New York City's Department of Education during this very difficult time.
https://t.co/2MOTM6vsKM
#educators https://t.co/KpT9b3ZKtN",6,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1250548209757323264
263,fox5ny,2020-05-13T21:51:05Z,NYC Police Commissioner defends NYPD after viral social distancing arrest videos https://t.co/IlcUwwwBF5,6,10,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260689044121497600
1634,fox5ny,2020-04-14T13:27:04Z,"Coronavirus has killed 50 NYC teachers, DOE workers https://t.co/8rDAxbL65b",6,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1250052959154700288
446,fox5ny,2020-05-09T16:35:03Z,Happy Birthday to Candice Bergen... the Murphy Brown actress turns 74 today. https://t.co/OgcblRCUyI,6,29,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1259159959343968259
378,fox5ny,2020-05-11T16:45:02Z,REST IN PEACE Comedian Jerry Stiller has died at 92. https://t.co/bi00Bv0AJ6 https://t.co/YgOK9vu20v,6,38,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1259887251456212999
1857,fox5ny,2020-04-09T15:47:06Z,#BREAKING - Another 799 #coronavirus deaths reported in NY https://t.co/MvmSCzzNVE https://t.co/dVSPIPbLT5,6,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,Twitter Web App,en,1248276258330468353
2837,fox5ny,2020-03-18T19:24:03Z,"COVID-19 can live on some surfaces up to 72 hours, study says https://t.co/8mvElbOq9k",6,8,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1240358324085948418
2214,fox5ny,2020-04-01T12:54:04Z,ER doctor dies a week after first exhibiting coronavirus symptoms https://t.co/bhBER5U20y,6,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245333610003075073
294,fox5ny,2020-05-13T11:18:04Z,No pedestrian deaths in NYC since start of coronavirus outbreak https://t.co/REa9xHqhJL,6,18,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260529741137940480
2465,fox5ny,2020-03-26T15:51:04Z,"NYC to test street closures in Manhattan, Brooklyn, Queens, Bronx https://t.co/bmpyeSlCxk",6,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243203826846441475
2153,fox5ny,2020-04-02T12:10:10Z,"'Tiger King' star Joe Exotic is in coronavirus isolation in jail, husband Dillon Passage says https://t.co/fOPFjnJs9S",6,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245684949266636801
2216,fox5ny,2020-04-01T12:27:03Z,"Cops shoot man who threatened them with knife, gun, says NYPD https://t.co/k9bdkFDu5Q",6,11,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245326812244213761
50,fox5ny,2020-05-19T14:54:04Z,Famed Peter Luger steakhouse turns to delivery https://t.co/P81caXjUA2,6,14,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1262758427912069131
2240,fox5ny,2020-03-31T20:35:04Z,3 municipalities join Newark lockdown; cops issuing summonses https://t.co/JkZldsAUUq,6,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245087237659938822
1214,fox5ny,2020-04-23T05:10:05Z,‘Extremely bad idea’: Fire marshal warns people not to microwave masks in attempt to kill germs https://t.co/ftkY4LiVg4,6,9,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253189378953920518
2641,fox5ny,2020-03-21T22:25:07Z,"Coronavirus in Minnesota: 1 death, 137 cases https://t.co/TkA5Aff200",6,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,ca,1241491051879202816
817,fox5ny,2020-05-01T15:50:03Z,#BreakingNews Gov. Cuomo says all schools and colleges in NY will remain closed through the rest of the academic year.  #LIVE https://t.co/PuO1QxV19J,6,14,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,Twitter Web App,en,1256249532473630727
2908,fox5ny,2020-03-17T18:41:18Z,#BREAKING - Number of #CoronavirusOutbreak cases in #NYC rises to 814 https://t.co/SLt8mxduwq,6,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,Twitter Web App,en,1239985177365012483
1215,fox5ny,2020-04-23T04:53:05Z,"More than 700,000 people have recovered from coronavirus globally, Johns Hopkins data shows https://t.co/FdWmGsLcXS",6,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253185099509760001
271,fox5ny,2020-05-13T19:37:04Z,"Inflammatory condition reported in kids in New Jersey, Connecticut https://t.co/wYww3xCayx",6,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260655318775676928
2302,fox5ny,2020-03-30T01:00:13Z,"New York has 1,000 coronavirus deaths https://t.co/Dym5LUKlrK",6,12,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1244429187382984704
1181,fox5ny,2020-04-23T19:45:03Z,"The number of people recovering worldwide continues climb at a steady pace and that's very good news.
https://t.co/FdWmGt2NPq https://t.co/082jQ0qW51",6,18,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253409568543043586
133,fox5ny,2020-05-16T16:17:03Z,"Pizzas (and haircuts) back on the menu, but with warnings https://t.co/oEdOrT9uvM",6,12,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261692148019343362
2200,fox5ny,2020-04-01T17:02:04Z,"Tyson giving $60M in bonuses to truck drivers, frontline workers https://t.co/qSuSKeOXqs",6,34,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245396021192114176
2808,fox5ny,2020-03-19T03:03:05Z,"MTA faces 'national crisis,' asks for federal bailout https://t.co/qa0tYJYoh8",6,14,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1240473842176401413
2160,fox5ny,2020-04-02T04:37:04Z,President Trump warns of 'heavy price' if Iran carries 'sneak attack' on US troops in Iraq https://t.co/2SE80X0X9H,6,14,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245570924943794182
1918,fox5ny,2020-04-08T14:30:11Z,De Blasio says deaths at home should be added to coronavirus tally https://t.co/0hlJ139Syh,6,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1247894513072214020
1520,fox5ny,2020-04-16T10:42:05Z,"17 bodies found piled up in nursing home, report says https://t.co/0AtmCNnYOh",6,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1250736214497529856
1840,fox5ny,2020-04-09T20:20:02Z,"The coronavirus crisis is taking a staggering toll on the MTA. Thoughts and prayers to all its members.
https://t.co/pXQMRQ7bGT
@MTA https://t.co/jnCqpiXldu",6,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1248344943522983938
1906,fox5ny,2020-04-08T18:11:02Z,"Actor Mark Wahlberg is leaning on his faith during the coronavirus pandemic.
https://t.co/pXQMRQ7bGT
#covid19 #markwahlberg #prayer #faith https://t.co/1LqNrGaDAI",6,25,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1247950091052294145
2178,fox5ny,2020-04-01T23:20:09Z,Booze sales surge during coronavirus outbreak https://t.co/JJ7ahG9538,6,17,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245491167921410051
2939,fox5ny,2020-03-17T14:08:03Z,Nordstorm closes all North American stores for two weeks in response to COVID-19 outbreak https://t.co/vf8Urj4MV3,6,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239916411864170496
2129,fox5ny,2020-04-02T18:08:09Z,IRS warns of coronavirus-related scams and schemes for economic impact payments https://t.co/yezl8bj6hq,6,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245775039909318657
17,fox5ny,2020-05-20T01:14:04Z,UV tech to sanitize subways and buses https://t.co/rbTBt7LADN,6,11,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1262914453017853955
1675,fox5ny,2020-04-13T15:00:04Z,"Happy 81st birthday to actor Paul Sorvino.
Do you remember him in the movie ""Goodfellas""?
#celebrity https://t.co/YFG899PWvP",6,31,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1249713973139832841
2754,fox5ny,2020-03-19T21:59:05Z,"Individuals would receive $1,200, couples $2,400 in proposed coronavirus aid package https://t.co/n74gwdYgG2",6,19,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1240759724116672519
2272,fox5ny,2020-03-31T05:35:04Z,Better Business Bureau warns of ‘mandatory online COVID-19 test’ text message scam https://t.co/RzkaQ1rZog,6,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1244860743561994241
2037,fox5ny,2020-04-05T00:37:04Z,"Illinois man who killed wife and then himself feared both had COVID-19, police say https://t.co/SwUVKVMPvd",6,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1246597688168194050
2273,fox5ny,2020-03-31T05:18:04Z,"NJ coronavirus cases near 17,000; more nursing home deaths https://t.co/6ETPPdpzgN",6,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1244856464906301440
2551,fox5ny,2020-03-24T17:47:04Z,Some Amazon orders taking up to a month to ship as company announces delay on non-essential items https://t.co/OySAdPSC9q,6,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1242508243710234626
903,fox5ny,2020-04-30T03:53:04Z,LA now offering coronavirus testing to all residents whether they show symptoms or not https://t.co/j1JPNyni2Y,6,14,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1255706712704724994
2342,fox5ny,2020-03-28T18:49:04Z,Outbreak at LI elderly housing complex has relatives fearful https://t.co/pxGRz8bNo3,6,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243973395659853824
1669,fox5ny,2020-04-13T17:11:01Z,"THAT'S THE SPIRIT OF NEW YORKERS!
New York Governor Cuomo says the projections on deaths from the coronavirus were wrong because the statisticians could not know how responsible New Yorkers could be.
https://t.co/pXQMRQ7bGT
#nystrong https://t.co/mvey9Tc5Tn",6,13,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1249746929870913536
2816,fox5ny,2020-03-19T00:48:05Z,Movie theaters request bailout from Congress due to virus https://t.co/gBkrkz5lbS,6,1,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1240439867823337474
1835,fox5ny,2020-04-09T22:00:06Z,"Holy Thursday, the commemoration of the Last Supper prior to Jesus Christ being arrested and crucified.
#holythursday https://t.co/oqWKn4NMxL",6,24,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1248370126359011330
1357,fox5ny,2020-04-20T13:04:04Z,"3 found dead in NYC hotel for coronavirus patients, says NYPD https://t.co/Rp11hPkj2Z",6,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1252221495679606784
1156,fox5ny,2020-04-24T02:51:03Z,14% of New Yorkers in study have coronavirus antibodies https://t.co/9SACFOtIqg,6,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253516776501137409
2531,fox5ny,2020-03-25T03:08:03Z,"15,597 coronavirus cases in New York City https://t.co/lTDfMCSXvu",6,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1242649420807766019
2350,fox5ny,2020-03-28T15:21:03Z,Nurses plead for protective gear to fight virus outbreak https://t.co/h6hmofCUkI,6,18,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243921046706798592
2547,fox5ny,2020-03-24T19:38:04Z,BREAKING: The legendary American playwright Terrence McNally has died of complications from #coronavirus #covid19,6,11,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1242536176147447808
2746,fox5ny,2020-03-20T00:14:04Z,2 Lakers players test positive for COVID-19 https://t.co/v5UQLUUOoz,6,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1240793695189962753
3188,fox5ny,2020-03-12T20:16:18Z,"BREAKING -NYC mayor says the number of coronavirus cases ""striking and troubling"".  42 new cases have been identified in the past 24 hours. #CoronavirusPandemic #LIVE coverage:  https://t.co/PuO1QxV19J",6,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,Twitter Web App,en,1238197144114409475
2780,fox5ny,2020-03-19T16:09:04Z,"NY cases jump to 4,000 overnight https://t.co/cgfgJGCq1H",6,12,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1240671640255684608
3057,fox5ny,2020-03-15T00:05:07Z,NJ announces 19 new presumptive positive coronavirus cases https://t.co/ZsG5DMNGQZ,6,12,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238979505097752583
1510,fox5ny,2020-04-16T14:14:06Z,5.2 million more seek jobless aid as number of laid-off people keeps mounting https://t.co/l0s2xFaqvd,6,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1250789567382331392
2777,fox5ny,2020-03-19T16:30:10Z,"Murphy: All personal care businesses including barbershops, nail salons, tattoo parlors and others are to close beginning at 8 p.m. and until further notice. WATCH LIVE: https://t.co/XuCEeORWH3",6,9,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1240676949699239936
3122,fox5ny,2020-03-13T17:47:21Z,Cuomo: There are 421 confirmed coronavirus cases in NYS; 154 cases in NYC and 158 in Westchester. Watch LIVE: https://t.co/PuO1QxV19J https://t.co/X8y2CyrBl1,6,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238522047036358659
3062,fox5ny,2020-03-14T21:17:04Z,"Teen arrested, NYPD searching for suspect in pair of anti-Asian attacks https://t.co/WuSASPlHna",6,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238937212533817345
331,fox5ny,2020-05-12T17:50:07Z,Dr. Anthony Fauci says US COVID-19 death toll ‘likely higher’ than official tallies https://t.co/YnNFvHV506,6,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260266018137673728
552,fox5ny,2020-05-07T17:45:46Z,"Would you go see your favorite teams play without a vaccine?
https://t.co/pbrzowavkB https://t.co/5VSC3bzQ0p",6,41,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1258452982649233410
1775,fox5ny,2020-04-10T19:54:06Z,US budget deficit: $743.6 billion over past 6 months https://t.co/5X4JCceBgU,6,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1248700805814923265
1138,fox5ny,2020-04-24T15:38:05Z,Tom Hanks sends special gift to bullied Australian boy named Corona https://t.co/rZGku4tDbH,6,13,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253709806596231169
2368,fox5ny,2020-03-28T01:02:04Z,Handling mail amid coronavirus: Low risk but wash your hands https://t.co/zWN7AOqrof,6,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243704877647306752
1513,fox5ny,2020-04-16T13:40:07Z,Nurses suspended for refusing to treat patients without being given masks https://t.co/tt89L7QWfc,6,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1250781017935314945
182,fox5ny,2020-05-15T16:27:04Z,New York beaches to open for Memorial Day weekend https://t.co/5lVoNKOXjO,6,19,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261332279533752320
1107,fox5ny,2020-04-25T02:50:06Z,Activists calling for rent freeze in NYC https://t.co/ypntEJEh2T,6,9,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253878926096596992
2133,fox5ny,2020-04-02T17:00:10Z,"New York surpasses 90,000 coronavirus cases; 2,373 dead https://t.co/2GgwPSS1Cc",6,10,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245757932953894917
2372,fox5ny,2020-03-27T23:55:07Z,"Trump, rejecting blame, warns governors to be 'appreciative' https://t.co/2AJQqFMm2J",6,8,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243688028331290630
3048,fox5ny,2020-03-15T03:43:06Z,"NJ city starts curfew, orders bars and restaurants to close https://t.co/ACzhDtUxqX",6,11,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239034360529063936
1684,fox5ny,2020-04-12T22:44:06Z,Signs missed and steps slowed in Trump's pandemic response https://t.co/wn1I3THOrP,6,10,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1249468365355331589
2941,fox5ny,2020-03-17T13:34:25Z,"#Breaking Stocks are opening broadly higher on Wall Street, a day after plunging to their worst loss in more than three decades. #coronavirus https://t.co/6GEzh5ae4r",6,12,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239907944734568448
588,fox5ny,2020-05-06T23:07:05Z,Polar vortex to bring blast of cold air and May snow to eastern US amid heat wave in the West https://t.co/ojwxto6dNN,6,11,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1258171454606266379
1779,fox5ny,2020-04-10T19:07:04Z,Bunnies to the rescue: Chocolatiers get creative amid pandemic https://t.co/iRVwEzbwOF,6,14,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1248688971254726656
1406,fox5ny,2020-04-18T01:05:46Z,RT @TinaCervasio: An hour after she is drafted ... ⁦@sabrina_i20⁩ ‘s ⁦@nyliberty⁩ Jersey is sold out! #legendiscoming #WNBADraft #NYLiberty ⁦@fox5ny⁩ https://t.co/bZI0WBnfLR,6,0,,TinaCervasio,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1251315954505650176
1878,fox5ny,2020-04-09T01:47:06Z,Mexican mega-church leader charged with sex crimes remains jailed while awaiting court hearing https://t.co/Hjhwcb1FXE,6,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1248064864079228928
2747,fox5ny,2020-03-19T23:57:03Z,De Blasio to Trump: Lack of military mobilization is 'immoral' https://t.co/NjBts1N3os,6,22,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1240789415020109825
1570,fox5ny,2020-04-15T16:43:43Z,#BreakingNews  Another 752 deaths reported in NY from coronavirus.  https://t.co/PuO1QxV19J https://t.co/DByS4h8bfL,6,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,Twitter Web App,en,1250464835177009152
633,fox5ny,2020-05-06T01:09:04Z,World Asthma Day: Research underway on how those with respiratory condition affected by COVID-19 https://t.co/zbaI82AIff,6,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1257839767603105799
31,fox5ny,2020-05-19T20:20:05Z,"'No evidence' COVID-19 can be spread in swimming pools, CDC says https://t.co/QvEO4iqOFW",6,19,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1262840471774277632
2959,fox5ny,2020-03-17T05:19:03Z,"Amazon seeks to hire 100,000 to keep up with surge in orders https://t.co/nvtcyspHdo",6,10,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239783284562964480
2191,fox5ny,2020-04-01T19:59:04Z,"Disney theme parks donating 100,000 N95 masks https://t.co/rDgKjeNopk",6,18,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245440565510123521
3084,fox5ny,2020-03-14T03:00:11Z,Disney sends 'Frozen 2' to streaming three months early https://t.co/f6ZzyK2FVo,6,10,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238661171567304705
502,fox5ny,2020-05-08T13:37:06Z,"Outbreak at Tyson plant infected 1,031 workers https://t.co/5wUQ91KqVH",6,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1258752788911263749
1469,fox5ny,2020-04-17T01:52:07Z,New Yorkers seeking unemployment benefits deal with long waits and confusion https://t.co/hWCDiKsqpl,6,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1250965232220082179
1717,fox5ny,2020-04-11T22:25:05Z,Doctor gambles on clot-busting drug to save coronavirus patients https://t.co/xh2DIfQI29,6,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1249101190756884482
663,fox5ny,2020-05-05T16:40:53Z,"RT @LisaEvers: #coronavirus #onassignment @NYGovCuomo says the real question about re-opening is ""How much do we think a human life is worth?"" Says faster re-opening lessens economic impact but increases death rate...be honest about what's at stake.  #hot97 @HOT97 #fox5ny @fox5ny https://t.co/h2lr0tcMNN",6,0,,LisaEvers,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1257711878668800000
33,fox5ny,2020-05-19T19:28:04Z,States accused of fudging or bungling coronavirus testing data https://t.co/Ve7aJCnX5j,6,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1262827380621656065
1719,fox5ny,2020-04-11T20:33:04Z,"Murphy orders NJ Transit to reduce capacity by 50%; requires face masks when walking into restaurants, bars https://t.co/cLsugdMjaO",6,10,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1249072999384461313
136,fox5ny,2020-05-16T13:11:02Z,"Due to COVID-19, experts say grocery prices are higher than they have been in 50 years. Have you noticed an increase in your grocery bill?
https://t.co/pbrzowavkB https://t.co/qIU8RLmI1B",6,27,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261645335799218178
2705,fox5ny,2020-03-20T16:23:03Z,"Federal government waiving student loan payments, suspending entry at borders due to coronavirus https://t.co/pMDRK5TVzA",6,8,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1241037548346052609
