screen_name,created_at,text,retweet_count,favorite_count,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
CDCgov,2020-05-19T16:23:02Z,Do you operate a pool or water playground? You can help prevent the spread of #COVID19. Follow these health and safety tips: https://t.co/gQhKoHhNlN. https://t.co/ohM6TMoKFi,122,188,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1262780814569476102
CDCgov,2020-05-19T14:49:04Z,#HCPs: Today at 2pm ET log in to COCA Facebook profile or call in. COCA Call Topic: Multisystem Inflammatory Syndrome in Children (MIS-C) Associated with Coronavirus Disease 2019 (#COVID19). Learn more about the event at https://t.co/C1jAircFJT. https://t.co/SLRaTE4LCk,84,150,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1262757168463310848
CDCgov,2020-05-19T00:55:00Z,"RT @CDCtravel: Clinicians: Want updates on the latest travel health recommendations, including current outbreaks and alerts? Sign-up for our monthly e-newsletter: https://t.co/9lBcALCMM7 https://t.co/XddjFQPYIR",42,0,,CDCtravel,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1262547270714654728
CDCgov,2020-05-19T00:13:00Z,RT @CDCInjury: Learn ways to stay healthy and safe in and around your backyard pool this Healthy and Safe Swimming Week: https://t.co/UKh3u2fo1y #HSSW2020 https://t.co/OH5C21dgFw,53,0,,CDCInjury,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1262536700980531200
CDCgov,2020-05-18T23:50:02Z,"RT @CDCGlobal: In March, @CDCgov convened speakers from #DREAMS, @together4girls, @USCDCNigeria and @CDCKenya to to discuss the role of women in the global #HIV response. 

Watch the full panel discussion here: https://t.co/yQkpoGhTmj
#EachforEqual https://t.co/2ifrnvnqiR",37,0,,CDCGlobal,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1262530918666903552
CDCgov,2020-05-18T22:50:02Z,"RT @Surgeon_General: This #NationalEMSWeek, I’d like to thank all of our dedicated #EMS techs for their commitment to serving our communities! Your performance under dire &amp; stressful situations while staying calm &amp; collected is truly a gift! 

Tag your EMS loved one below so we can all thank them! 👇",75,0,,Surgeon_General,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1262515817771667456
CDCgov,2020-05-18T21:07:02Z,"#HCPs: COCA Call on Tuesday, May 19th, at 2pm ET can also be found on COCA’s Facebook profile via Facebook Live. Topic: Multisystem Inflammatory Syndrome in Children (MIS-C) Associated with Coronavirus Disease 2019 (#COVID19). Learn more: https://t.co/C1jAiruh8t. https://t.co/g1eVOdZc7b",81,146,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1262489898692599808
CDCgov,2020-05-18T20:17:02Z,"“Medicine was a way to… do work that was all about letting people be their best selves,” says CDC medical officer Dr. Vikram Krishnasamy, who was deployed to support the #COVID19 response. He helped repatriate Americans and support the Navajo nation. https://t.co/4c5J4TPsBJ https://t.co/Vnr0XDRv4z",79,188,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1262477315008847872
CDCgov,2020-05-18T19:25:02Z,"New CDC study finds that in 2017, some patients who have acute pain were prescribed #opioids, despite recommendations. For more information on current treatment recommendations: https://t.co/YY6s5cL3xo. https://t.co/47YH8K5pxW",68,129,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1262464230156099591
CDCgov,2020-05-18T18:45:04Z,The latest CDC #COVIDView report shows the hospitalization rate for adults 18-64 years old is already higher than that seen for flu at comparable points during the last 5 flu seasons. These rates are cumulative and will increase as the pandemic unfolds: https://t.co/zP4VYlo0Pb. https://t.co/MrUL7hYMID,671,862,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1262454170709307395
CDCgov,2020-05-18T18:07:02Z,Learn how to stay healthy and safe in and around your backyard pool this Healthy and Safe Swimming Week: https://t.co/NpZs0D8uLl. #HSSW2020 https://t.co/vAjejgZrB2,89,158,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1262444600024797199
CDCgov,2020-05-18T17:48:03Z,"CDC has published new guidance on contact tracing, a key strategy to prevent further spread of #COVID19: https://t.co/kzqeV8ZM61. https://t.co/7XUvhULJrB",362,529,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1262439823358525442
CDCgov,2020-05-18T17:09:02Z,Data from the Michigan Care Improvement Registry show vaccine coverage has declined among most children ≤2 in May 2020 compared to previous May estimates. Vaccines are essential &amp; should continue while #COVID19 stay-at-home orders are in place. @CDCMMWR: https://t.co/TsyTtOhMgc. https://t.co/DNi3iwaP3G,71,146,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1262430002345279489
CDCgov,2020-05-18T16:03:02Z,Grieving the loss of a loved one during the #COVID19 pandemic can be extra difficult. CDC released information to help plan and hold funeral services as safely as possible during this time. Find it here: https://t.co/W3u2szgQel. https://t.co/gzZYuzHv9Q,107,193,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1262413396244299785
CDCgov,2020-05-17T20:31:01Z,"Protect yourself from #COVID19 while getting gas. Use disinfecting wipes on handles &amp; buttons of gas pump before you touch them. After you get gas &amp; pay, wash your hands or use hand sanitizer with &gt;60% alcohol. For more tips, visit: https://t.co/qOJIH3XUI5. https://t.co/kkD0WWKq7x",1062,1701,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1262118447648997381
CDCgov,2020-05-17T17:22:03Z,"Health Depts: CDC guidance on #COVID19 contact tracing is now available to help plan, implement, and enhance COVID-19 case investigation and contact tracing efforts. Learn more: https://t.co/kzqeV8ZM61 https://t.co/iY9xaIRims",215,380,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1262070890864525318
CDCgov,2020-05-17T16:07:02Z,"Wearing a cloth face covering CORRECTLY can help prevent the spread of #COVID19 to others. When you go out on essential trips, follow these “do’s”. If you have a child, remember those under age 2 should not wear a face covering. See https://t.co/lxWMe4NUBD. https://t.co/6NmGu2CHm5",1521,2133,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1262052014973911041
CDCgov,2020-05-17T14:01:02Z,"Multisystem inflammatory syndrome in children (MIS-C) appears to be associated with #COVID19. CDC recommends healthcare providers report suspected cases to local, state, or territorial health departments. See Health Advisory issued: https://t.co/8CKfrp9sDt https://t.co/nEIZxpvK9t",821,956,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1262020304177696770
CDCgov,2020-05-16T19:27:01Z,"The latest CDC #COVIDView report shows adults 65+ continue to have the highest rates of #COVID19-associated hospitalizations, followed by adults age 50 – 64. Hospitalization rates are cumulative and will continue to increase as the pandemic unfolds: https://t.co/zP4VYlo0Pb https://t.co/8d07lhVIla",251,342,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1261739954583023617
CDCgov,2020-05-16T19:09:01Z,"Practice social distancing by putting space between yourself and others. Continue to practice healthy habits, like washing your hands for at least 20 seconds and staying home if you’re sick, to help slow the spread of #COVID19. 
Learn more: https://t.co/tt49zOn1hf. https://t.co/jiv8rCeZzY",834,1381,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1261735424806080512
CDCgov,2020-05-16T15:26:05Z,"Strokes still happen during a pandemic. Remember F.A.S.T.: Face. Arms. Speech. Time to call 9-1-1. 
This simple reminder can help you recognize the signs and symptoms of a stroke and possibly save a life. Learn more: https://t.co/qB0CPSvZaj. #COVID19 https://t.co/lj7E2dgZBt",542,843,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1261679318968795136
CDCgov,2020-05-15T22:45:46Z,"The latest CDC #COVIDView report shows the percentage of visits to doctor’s offices and ERs for illnesses likely related to #COVID19 are declining nationally, likely in part a result of widespread efforts to slow the spread of #COVID19: https://t.co/zP4VYlo0Pb https://t.co/mNxn6u7Fsz",218,490,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1261427582307876864
CDCgov,2020-05-15T20:03:00Z,"Criminals often take advantage of world events such as #COVID19. If you think you’re a victim of a scam or attempted fraud involving COVID-19, contact the National Center for Disaster Fraud hotline by phone at 1-866-720-5721 or email at disaster@leo.gov. https://t.co/oJWSeGXMYm",237,283,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Twitter Media Studio,en,1261386619933929472
CDCgov,2020-05-15T18:43:00Z,"Most people with #COVID19 can recover at home. Take special steps to care for someone who is sick at home and help keep the rest of your household healthy, too. For additional advice, visit https://t.co/q1dtcXUKin. https://t.co/Q5lf1RihIB",288,426,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Twitter Media Studio,en,1261366487413067776
CDCgov,2020-05-15T18:25:44Z,"RT @HHS_ASH: I want to emphasize this message from @AAPNews related to #COVID https://t.co/EHA061wkvU .  Don't be afraid to take your child to the doctor if you are worried your child is sick, especially with high fevers and rash.  And also don't miss recommended #vaccines !",104,0,,HHS_ASH,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Twitter Web App,en,1261362144827883523
CDCgov,2020-05-15T17:42:02Z,"If you have signs of a heart attack or stroke while staying at home during #COVID19, call 9-1-1 right away. Emergency responders and emergency departments have plans in place to help protect you from COVID-19. 

Learn more: https://t.co/4i0e7Cw3m1. https://t.co/ZqLIrVCHXI",198,269,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1261351144691044352
CDCgov,2020-05-15T17:23:04Z,"#Parents, do you have a young child at home? It’s important now more than ever to ensure your child is up to date on recommended childhood vaccinations. Learn how to protect your child from vaccine-preventable diseases. https://t.co/AR7356hiGP https://t.co/MnXaxB6tmo",122,206,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1261346371132522501
CDCgov,2020-05-15T16:24:02Z,"RT @Surgeon_General: Mental illness is more common than you might think. Learn how to protect your #MentalHealth during #COVID19 &amp; beyond, and how to spot signs of struggle so you can help people you care about: https://t.co/wHAIW9MrX1 #MentalHealthAwarenessMonth https://t.co/VYfWnQ2vDt",304,0,,Surgeon_General,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1261331514656260104
CDCgov,2020-05-15T15:36:01Z,"RT @NIOSH: Whether you are going into work or teleworking, #COVID19 has probably changed the way you work. Fear and anxiety about this disease, along with other strong emotions, can be overwhelming and workplace stress can lead to burnout. @CDCgov has ways to cope: https://t.co/LhP4asdtW0 https://t.co/ac9pBRN1ox",95,0,,NIOSH,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1261319430543458304
CDCgov,2020-05-15T15:18:05Z,"CDC’s #DiseaseDetectives of the Epidemic Intelligence Service (EIS) collaborate with subject matter experts and state, local, federal, and international health officials to solve public health challenges! Check your eligibility and apply by June 12. https://t.co/1ztHxtRh5u https://t.co/sJLYDuZqm2",53,123,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1261314919670190082
CDCgov,2020-05-15T14:35:02Z,"CDC tracks 12 different forecasting models of possible #COVID19 deaths in the US. As of May 11, all forecast an increase in deaths in the coming weeks and a cumulative total exceeding 100,000 by June 1. See national &amp; state forecasts: https://t.co/Ft6cgmaMPX. https://t.co/jX4fQK5Q1V",510,621,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1261304085896183809
CDCgov,2020-05-15T14:17:01Z,"RT @Surgeon_General: Cigarette smoking suppresses the immune system, increases risk of lung infections, and can cause heart &amp; lung disease. People who smoke may be at ⬆️ risk for worse outcomes from #COVID19.  

For help quitting or staying smoke-free, call 1-800-QUIT NOW 🚭 

https://t.co/wYqjz48pDV",201,0,,Surgeon_General,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1261299550217818115
CDCgov,2020-05-15T13:41:01Z,"RT @HHSGov: Need a mental break? Doing activities you enjoy, like reading, exercising, or watching TV, can be great ways to cope with stress during #COVID19. Learn more about coping with stress: https://t.co/uGFcDrfNQk https://t.co/GqAQ6RFkki",264,0,,HHSGov,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1261290489531305984
CDCgov,2020-05-14T21:23:02Z,"When you wear a cloth face covering, you help protect those around you from #COVID19. Help keep each other safe by continuing to properly wear cloth face coverings every time, the entire time you’re in public. Learn more: https://t.co/lxWMe4NUBD. https://t.co/hrWqoPfW4V",1941,2879,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1261044372621189120
CDCgov,2020-05-14T20:43:02Z,It is vital that your child is up to date with their recommended childhood #vaccines. Ask your doctor about what they do to ensure safe well-child visits. https://t.co/AR7356yU5p https://t.co/2MuoFvwJBg,165,287,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1261034306526498819
CDCgov,2020-05-14T19:19:02Z,"About 13% of women reported symptoms of depression after giving birth, according to a new CDC Vital Signs report. Some women were more likely to report symptoms than others. Learn more from @CDCMMWR: https://t.co/sprIlSOQJI. https://t.co/aIqLKcaRKx",73,172,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1261013167230128133
CDCgov,2020-05-14T17:04:00Z,"If someone in your home gets sick with #COVID19, do you know how to protect yourself and others? This video offers special cleaning advice: https://t.co/q1dtcXD8TN. https://t.co/0Lr4HSp2OQ",732,931,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Twitter Media Studio,en,1260979185431928837
CDCgov,2020-05-14T15:28:20Z,"RT @DepSecHargan: Everyone can help prevent spread of #COVID19. Clara, @CDCgov’s #Coronavirus Self-Checker, can help you decide when to call your doctor if you are feeling sick. Start using Clara here: https://t.co/dv6Ta2giYW. https://t.co/YaHTGphf2X",91,0,,DepSecHargan,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Twitter Web App,en,1260955112102658049
CDCgov,2020-05-14T15:10:04Z,Are you part of frontline staff or a dialysis technician in an outpatient hemodialysis facility? Watch three brief training videos to help reinforce infection prevention knowledge and strategies to prevent the spread of #COVID19. https://t.co/h4lFRh0Xpo https://t.co/5FVcMrdTWc,111,135,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1260950514919002112
CDCgov,2020-05-14T14:06:01Z,"RT @Surgeon_General: Wearing face coverings in most non medical situations isn’t to protect healthy wearers from #COVID19 -it’s to keep people w/ virus from spreading it to others.  

I wear my face covering to protect you &amp; you wear yours to protect me. We are all in this together! #WednesdayWisdom https://t.co/pWcqmF18b2",1705,0,,Surgeon_General,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1260934396237893634
CDCgov,2020-05-14T13:56:43Z,"RT @DepSecHargan: During the #COVID19 outbreak, it’s important for everyone to know the difference between N95 respirators and surgical masks, and how both are intended to protect healthcare workers. Learn more from @NIOSH: https://t.co/3wXkUHcAfG. https://t.co/keifZj12fy",160,0,,DepSecHargan,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Twitter Web App,en,1260932054172094467
CDCgov,2020-05-14T13:10:01Z,RT @NIOSH: New @CDCgov instructional videos for healthcare personnel who are caring for #COVID19 patients show how to safely put on and take off recommended personal protective equipment (PPE). Watch the videos and learn more here: https://t.co/Votz1OsewW https://t.co/wCgS38g7oq,117,0,,NIOSH,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1260920303359836161
CDCgov,2020-05-14T13:05:17Z,"RT @DepSecHargan: If you must travel, take these steps to protect yourself &amp; others from #COVID19 during your trip. More from @CDCgov: https://t.co/UHi6dXC5BZ https://t.co/24n8ZnMili",179,0,,DepSecHargan,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Twitter Web App,en,1260919112512962560
CDCgov,2020-05-13T23:07:01Z,"RT @Surgeon_General: If you must go out in public for any reason, please wear a face covering. And remember, wearing a cloth face covering should supplement - not replace - social distancing. 

Don’t have a face covering?  See how to make one below! 👇🏽

https://t.co/BZTMIXEB5V",628,0,,Surgeon_General,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1260708155304140800
CDCgov,2020-05-13T22:16:01Z,"RT @HHSGov: This week is National Prevention Week (NPW)! NPW is an annual health observance dedicated to increasing public awareness of, and action around, mental illness, substance use disorders, or both. Learn more from @samhsagov ➡ https://t.co/4yYEl7A9TT️ #NPW2020 https://t.co/7r1IuuIfqj",61,0,,HHSGov,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1260695320142532612
CDCgov,2020-05-13T21:54:47Z,"Updated on May 13: Reported U.S. cases of #COVID19 are now close to 1.4 million. 28 states report 10,000+ cases. New interactive charts show cases by race and ethnicity: https://t.co/wiuFBKR3Uh https://t.co/iK7rNrRnh1",584,742,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1260689978176286723
CDCgov,2020-05-13T19:36:01Z,"RT @Surgeon_General: One more important point about #COVID19 and face coverings- data suggests many people who have #coronavirus are asymptomatic (i.e. have no fever, cough or other symptoms). 

Since we can’t know for sure if we are shedding virus or not, a face covering can protect those around us. https://t.co/3fVMOmcmbJ",342,0,,Surgeon_General,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1260655053683085315
CDCgov,2020-05-13T18:48:00Z,"Get advice on how to care for someone at home who either has or may have #COVID19. If you have additional questions, visit: https://t.co/q1dtcXD8TN. https://t.co/vazxT4wVaO",142,192,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Twitter Media Studio,en,1260642969717059586
CDCgov,2020-05-13T16:59:04Z,"“If one piece of PPE saves someone’s life, mission accomplished,” said Rusty Enscore, a CDC Health Scientist who led the inventory effort. CDC shared 9 tons of protective gear with #COVID19 responders. Read more: https://t.co/gEC7OXjFIX. https://t.co/Zj0dl4U2Rk",115,344,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1260615557054894081
CDCgov,2020-05-13T16:15:05Z,"CDC experts joined @doximity in a new Q&amp;A to discuss optimizing personal protective equipment (PPE), healthcare worker safety, and system-level strains related to #COVID19. Read the full interview: https://t.co/Ft1eoe89Ss.",65,118,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1260604488651505664
CDCgov,2020-05-13T15:45:05Z,"The latest #COVIDView report shows adults 65 years and older have the highest rates of #COVID19-associated hospitalizations, followed by adults age 50 – 64. Hospitalization rates are cumulative and will continue to rise with ongoing COVID-19 activity: https://t.co/zP4VYlo0Pb. https://t.co/ySUwn4vIr0",189,272,,,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,Sprout Social,en,1260596939722313728
